index,MovieID,Title,MPAA Rating,Budget,Gross,Release Date,Genre,Runtime,Rating,Rating Count
426,427,The Last Airbender,PG,150000000,318502923,2010-06-30,Adventure,103,4.1,139750.0
427,428,Inception,PG-13,160000000,825532764,2010-07-14,Action,148,8.8,1888105.0
428,429,How to Train Your Dragon,PG,165000000,494878759,2010-03-05,Animation,98,8.1,624128.0
429,430,Shrek Forever After,PG,165000000,752600867,2010-05-16,Animation,93,6.3,171513.0
430,431,Tron Legacy,PG,170000000,400000000,2010-12-17,Science Fiction,125,6.9,545814.0
431,432,Alice in Wonderland,PG,200000000,1025491110,2010-03-03,Fantasy,108,6.4,364339.0
432,433,Iron Man 2,PG-13,200000000,623933331,2010-04-28,Action,124,7.0,675501.0
433,434,Toy Story 3,G,200000000,1066969703,2010-06-16,Animation,103,8.3,705408.0
434,435,Harry Potter and the Deathly Hallows: Part 1,PG-13,250000000,954305868,2010-10-17,Fantasy,146,7.7,436403.0
435,436,Tangled,PG,260000000,591794936,2010-11-24,Animation,100,7.7,374981.0
436,437,The Help,PG-13,25000000,124272124,2011-08-09,Drama,146,8.1,399843.0
437,438,Bridesmaids,R,32500000,288383523,2011-04-28,Comedy,125,6.8,253501.0
438,439,Alvin and the Chipmunks: Chipwrecked,G,75000000,342695435,2011-12-14,Family,87,4.3,28949.0
439,440,The Hangover Part II,R,80000000,254455986,2011-05-25,Comedy,102,6.4,440120.0
440,441,Rio,G,90000000,484635760,2011-04-03,Animation,96,6.9,194794.0
441,442,Rise of the Planet of the Apes,PG-13,93000000,482860185,2011-08-03,Science Fiction,105,7.6,478465.0
442,443,The Twilight Saga: Breaking Dawn - Part 1,PG-13,110000000,712171856,2011-03-15,Romance,117,4.9,211592.0
443,444,The Smurfs,PG,110000000,563749323,2011-07-29,Animation,103,5.4,78902.0
444,445,Fast Five,PG-13,125000000,626137675,2011-04-20,Action,130,7.3,335531.0
445,446,Harry Potter and the Deathly Hallows: Part 2,PG-13,125000000,1342000000,2011-07-07,Fantasy,130,8.1,706836.0
446,447,Sherlock Holmes: A Game of Shadows,PG-13,125000000,334615000,2011-11-22,Mystery,129,7.5,399957.0
447,448,Puss in Boots: The Three Diablos,PG,130000000,555000000,2011-12-08,Animation,130,7.8,727724.0
448,449,Captain America: The First Avenger,PG-13,140000000,370569774,2011-07-22,Action,124,6.9,687208.0
449,450,Mission: Impossible - Ghost Protocol,PG-13,145000000,694713380,2011-12-07,Thriller,133,7.4,434810.0
450,451,Thor,PG-13,150000000,449326618,2011-04-21,Action,115,7.0,700777.0
451,452,Kung Fu Panda 2,PG,150000000,665692281,2011-05-25,Animation,91,7.2,234612.0
452,453,Transformers: Dark of the Moon,PG-13,195000000,1123746996,2011-06-28,Action,154,6.2,370672.0
453,454,Cars 2,G,200000000,559852396,2011-06-11,Animation,106,6.1,144174.0
454,455,Pirates of the Caribbean: On Stranger Tides,PG-13,380000000,1045713802,2011-05-14,Action,136,6.6,455211.0
455,456,Taken 2,PG-13,45000000,376141306,2012-09-27,Thriller,91,6.2,276940.0
456,457,Ted,R,50000000,549368315,2012-06-29,Comedy,106,6.9,545814.0
457,458,Les Miserables,PG-13,61000000,441800000,2012-12-05,Drama,158,7.5,527284.0
458,459,Lincoln,PG-13,65000000,275293450,2012-11-09,History,149,7.3,232227.0
459,460,The Lorax,PG,70000000,348840316,2012-03-01,Animation,86,6.4,91777.0
460,461,The Hunger Games,PG-13,75000000,691210692,2012-03-12,Adventure,142,7.2,805367.0
461,462,Hotel Transylvania,PG,85000000,358375603,2012-09-20,Animation,91,7.1,208916.0
462,463,Ice Age: Continental Drift,PG,95000000,877244782,2012-06-26,Animation,88,6.6,179430.0
463,464,Django Unchained,R,100000000,425368238,2012-12-25,Western,165,8.4,1246157.0
464,465,The Twilight Saga: Breaking Dawn - Part 2,PG-13,120000000,829000000,2012-11-13,Romance,115,5.5,218357.0
465,466,Madagascar 3: Europe's Most Wanted,PG,145000000,746921274,2012-06-06,Animation,93,6.8,150894.0
466,467,Wreck-It Ralph,PG,165000000,471222889,2012-11-01,Animation,108,7.7,354202.0
467,468,Snow White and the Huntsman,PG-13,170000000,396600000,2012-05-30,Fantasy,127,6.1,262152.0
468,469,Brave,PG,185000000,538983207,2012-06-21,Animation,93,7.1,346490.0
469,470,Skyfall,PG-13,200000000,1108561013,2012-10-25,Action,143,7.7,599462.0
470,471,The Amazing Spider-Man,PG-13,215000000,752215857,2012-06-27,Action,136,6.9,534526.0
471,472,The Avengers,PG-13,220000000,1519557910,2012-04-25,Action,143,8.0,1205002.0
472,473,Men in Black 3,PG-13,225000000,624026776,2012-05-23,Action,106,6.8,317807.0
473,474,The Dark Knight Rises,PG-13,250000000,1084939099,2012-07-16,Action,165,8.4,1418253.0
474,475,The Hobbit: An Unexpected Journey,PG-13,250000000,1021103568,2012-11-26,Fantasy,169,7.8,727724.0
475,476,The Conjuring,R,13000000,318000141,2013-07-18,Horror,112,7.5,410378.0
476,477,Identity Thief,R,35000000,173965010,2013-02-07,Comedy,111,5.7,117864.0
477,478,We're The Millers,R,37000000,270000000,2013-08-03,Comedy,110,7.7,685903.0
478,479,American Hustle,R,40000000,251171807,2013-12-12,Crime,138,7.2,424472.0
479,480,The Heat,R,43000000,158674180,2013-06-27,Comedy,117,6.6,155514.0
480,481,Despicable Me 2,PG,76000000,970761885,2013-06-25,Animation,98,7.4,350582.0
481,482,The Great Gatsby,PG-13,105000000,351040419,2013-05-10,Drama,143,7.3,442728.0
482,483,Gravity,PG-13,105000000,716392705,2013-09-27,Science Fiction,91,7.7,724258.0
483,484,The Hunger Games: Catching Fire,PG-13,130000000,847423452,2013-11-15,Adventure,146,7.5,583523.0
484,485,The Croods,PG,135000000,585178928,2013-03-20,Animation,98,7.2,180043.0
485,486,Frozen,PG,150000000,1274219009,2013-11-27,Animation,102,7.5,527284.0
486,487,Fast & Furious 6,PG-13,160000000,788679850,2013-05-06,Action,130,,
487,488,Thor: The Dark World,PG-13,170000000,644571402,2013-10-29,Action,112,6.9,556094.0
488,489,Star Trek Into Darkness,PG-13,190000000,467365246,2013-05-05,Science Fiction,132,7.7,449458.0
489,490,Oz: The Great and Powerful,PG,200000000,491868548,2013-03-07,Drama,130,,
490,491,Iron Man 3,PG-13,200000000,1215439994,2013-04-18,Action,130,7.2,710052.0
491,492,World War Z,PG-13,200000000,531865000,2013-06-20,Science Fiction,116,7.0,564082.0
492,493,Monsters University,G,200000000,743559607,2013-06-20,Animation,104,7.3,299133.0
493,494,Man of Steel,PG-13,225000000,662845518,2013-06-12,Action,143,7.1,657937.0
494,495,The Hobbit: The Desolation of Smaug,PG-13,250000000,958400000,2013-12-11,Fantasy,161,7.8,573246.0
495,496,Neighbors,R,18000000,268157400,2014-05-08,Comedy,96,6.3,270504.0
496,497,22 Jump Street,R,50000000,188441614,2014-06-05,Comedy,112,7.0,325958.0
497,498,American Sniper,R,58800000,542307423,2014-12-11,War,133,7.3,409597.0
498,499,The Lego Movie,PG,60000000,469160692,2014-02-06,Animation,100,7.8,309295.0
499,500,Gone Girl,R,61000000,369330363,2014-10-01,Thriller,145,8.1,782252.0
500,501,Divergent,PG-13,85000000,288747895,2014-03-14,Action,139,6.7,405233.0
501,502,Teenage Mutant Ninja Turtles,PG-13,125000000,477200000,2014-08-07,Action,101,5.8,194073.0
502,503,The Hunger Games: Mockingjay - Part 1,PG-13,125000000,752100229,2014-11-18,Adventure,123,6.6,386742.0
503,504,How to Train Your Dragon 2,PG,145000000,609123048,2014-06-12,Animation,102,7.8,285394.0
504,505,Godzilla,PG-13,160000000,529076069,2014-05-14,Thriller,123,6.4,359438.0
505,506,Big Hero 6,PG,165000000,652105443,2014-10-24,Animation,102,7.8,380953.0
506,507,Interstellar,PG-13,165000000,675120017,2014-11-05,Science Fiction,169,8.6,1343549.0
507,508,Captain America: The Winter Soldier,PG-13,170000000,714766572,2014-03-20,Action,136,7.7,685903.0
508,509,Dawn of the Planet of the Apes,PG-13,170000000,710644566,2014-06-26,Science Fiction,130,7.6,395425.0
509,510,Guardians of the Galaxy,PG-13,170000000,773328629,2014-07-30,Action,121,8.0,978222.0
